Company_Name,Coding,Year,ESG Score,Return on Equity,Return on Asset,Earning Per Share,Price/Sales Per Share Ratio,Earning before Interest & Taxes,DIVIDEND_YIELD
ALBEMARLE ,81,2008,47.43,16.57,7.79,2.1,0.84,0.221518,1.11
ALBEMARLE ,81,2009,48.53,15.71,7.04,1.94,1.67,0.184857,2.18
ALBEMARLE ,81,2010,52.17,24.69,11.94,3.51,2.18,0.417636,1.32
ALBEMARLE ,81,2011,58.85,29.01,14.97,4.77,1.64,0.588197,0.94
ALBEMARLE ,81,2012,71.05,18.19,10.2,3.47,2.03,0.407393,1.23
ALBEMARLE ,81,2013,67.16,23.88,12.59,4.9,2.04,0.575986,1.24
ALBEMARLE ,81,2014,71.78,8.93,3.66,1.685,1.94,0.254537,1.44
ALBEMARLE ,81,2015,67.75,14.52,5.73,3.002,1.71,0.490909,1.85
ALBEMARLE ,81,2016,58.15,18.26,7.79,5.684,3.64,0.580445,2.37
ALBEMARLE ,81,2017,69.44,1.47,1.58,4.221,4.68,0.554748,1.3
ALBEMARLE ,81,2018,35.63,19.11,9.61,5.95,2.5,0.847106,0.96
ALBEMARLE ,81,2019,65.16,14.19,6.61,5.015,2.16,0.615845,1.74
ALBEMARLE ,81,2020,43.11,9.16,4.24,3.518,5.04,0.441835,1.88
CHURCH & DWIGHT CO. ,82,2008,30.82,16.19,8.46,0.695,1.65,0.343871,0.58
CHURCH & DWIGHT CO. ,82,2009,38.82,16.61,9.01,0.852,1.71,0.415754,0.69
CHURCH & DWIGHT CO. ,82,2010,40.12,15.59,9.52,0.938,1.92,0.440996,0.9
CHURCH & DWIGHT CO. ,82,2011,51.9,15.83,10.4,1.06,2.43,0.4933,0.97
CHURCH & DWIGHT CO. ,82,2012,51.19,17.06,9.95,1.225,2.62,0.5476,1.5
CHURCH & DWIGHT CO. ,82,2013,53.07,18.09,9.87,1.397,2.93,0.6227,1.71
CHURCH & DWIGHT CO. ,82,2014,54.34,18.81,9.99,1.505,3.29,0.6407,1.7
CHURCH & DWIGHT CO. ,82,2015,55.35,19.9,9.99,1.536,3.34,0.6717,1.55
CHURCH & DWIGHT CO. ,82,2016,55.84,22.94,11.08,1.751,3.32,0.7244,1.71
CHURCH & DWIGHT CO. ,82,2017,58.5,35.43,15,1.837,3.4,0.7343,1.62
CHURCH & DWIGHT CO. ,82,2018,57.95,24.34,10.45,2.268,3.98,0.7897,1.55
CHURCH & DWIGHT CO. ,82,2019,61.23,24.05,10.59,2.443,4.07,0.8407,1.3
CHURCH & DWIGHT CO. ,82,2020,69.85,27.63,11.85,3.116,4.49,1.0281,1.28
DOVER,83,2008,39.44,15.27,8.2,3.12,0.82,1.042056,2.11
DOVER,83,2009,40.45,9.05,5.48,1.97,1.35,0.607818,3.25
DOVER,83,2010,41.5,16.26,9.43,3.78,1.55,1.040574,2.24
DOVER,83,2011,55.27,18.93,10.81,4.76,1.38,1.220042,1.85
DOVER,83,2012,49.52,16.47,8.95,4.68,1.49,1.263566,2.09
DOVER,83,2013,52.32,19.48,10.19,5.78,1.92,1.362059,2.1
DOVER,83,2014,51.61,17.08,8.63,4.613,1.56,1.225896,1.57
DOVER,83,2015,65.54,23.68,10.83,3.796,1.4,0.932286,2.33
DOVER,83,2016,41.91,13.67,6.38,3.249,1.73,0.825733,3.02
DOVER,83,2017,62.01,19.84,8.72,4.823,2.03,1.119051,2.21
DOVER,83,2018,59.02,15.95,7.08,3.721,1.54,0.85635,1.81
DOVER,83,2019,58.45,23.37,9.13,4.612,2.37,0.968827,2.46
DOVER,83,2020,65.54,21.3,8.66,4.701,2.75,0.953671,1.67
GARMIN,84,2008,29.43,32.03,23.59,3.48,1.16,0.864089,1.07
GARMIN,84,2009,31.48,27.81,20.92,3.5,2.1,0.808651,4.25
GARMIN,84,2010,48.57,19.86,15.16,2.95,2.28,0.578518,2.13
GARMIN,84,2011,47.74,16.52,12.58,2.67,2.81,0.584161,4.86
GARMIN,84,2012,57.05,15.98,11.93,2.764,2.94,0.624528,3.93
GARMIN,84,2013,50.6,17.03,12.87,3.119,3.45,0.653558,4.51
GARMIN,84,2014,59.37,10.31,7.74,1.876,3.57,0.723745,3.89
GARMIN,84,2015,55.91,13.52,10.13,2.387,2.52,0.567187,3.71
GARMIN,84,2016,61.49,15.11,11.61,2.698,3.04,0.62967,6.15
GARMIN,84,2017,58.44,19.25,15.07,3.682,3.64,0.682294,4.2
GARMIN,84,2018,59.99,17.32,13.94,3.658,3.59,0.823247,3.29
GARMIN,84,2019,62.09,21.27,17.16,4.988,4.96,0.987222,3.22
GARMIN,84,2020,49.21,19.25,15.65,5.17,5.48,1.10341,2.34
HERSHEY,85,2008,34.7,68.36,9.56,1.36,1.55,0.5917,3.18
HERSHEY,85,2009,65.47,83.95,13.59,1.9,1.55,0.762467,3.49
HERSHEY,85,2010,65.83,62.83,14.47,2.21,1.91,0.906568,3.22
HERSHEY,85,2011,67.44,71.83,16,2.74,2.34,1.056629,2.58
HERSHEY,85,2012,66.54,69.79,15.91,2.89,2.48,1.114088,2.24
HERSHEY,85,2013,54.81,62.12,17.43,3.611,3.09,1.342833,2.19
HERSHEY,85,2014,71.89,55.36,16.45,3.767,3.15,1.393641,1.97
HERSHEY,85,2015,72.88,41.82,10.35,2.325,2.67,0.98283,2
HERSHEY,85,2016,72.89,80.73,14.47,3.344,2.99,1.191429,2.76
HERSHEY,85,2017,57.93,92.05,15.39,3.511,3.23,1.210734,2.36
HERSHEY,85,2018,76.33,101.77,19.52,5.544,2.9,1.556919,2.4
HERSHEY,85,2019,78,73.28,16.06,5.456,3.88,1.532906,2.72
HERSHEY,85,2020,58.8,64.36,16.27,6.106,3.91,1.648468,2.08
HORMEL FOODS,86,2008,37.94,14.67,8.86,0.52,0.63,0.481324,1.87
HORMEL FOODS,86,2009,64.52,16.6,10.17,0.632,0.8,0.551349,2.48
HORMEL FOODS,86,2010,63.4,17.49,10.93,0.73,0.96,0.638014,2.17
HORMEL FOODS,86,2011,69.48,18.75,11.97,0.87,1.01,0.714741,2.02
HORMEL FOODS,86,2012,64.13,18.26,11.82,0.93,1.02,0.732503,2.07
HORMEL FOODS,86,2013,71.85,17.17,11.48,0.974,1.39,0.790447,1.98
HORMEL FOODS,86,2014,60.52,17.43,11.81,1.115,1.51,0.917271,1.72
HORMEL FOODS,86,2015,58.97,18.05,11.98,1.268,2.31,1.046367,1.98
HORMEL FOODS,86,2016,65.19,21.08,14.37,1.641,1.98,1.291401,1.47
HORMEL FOODS,86,2017,69.39,18.05,12.82,1.571,2.14,1.251738,1.91
HORMEL FOODS,86,2018,69.23,19.21,13.66,1.727,2.43,1.148806,2.17
HORMEL FOODS,86,2019,70.58,16.99,12.22,1.795,2.59,1.188584,1.97
HORMEL FOODS,86,2020,67.68,14.71,10.26,1.661,2.65,1.100244,2.05
MARTIN MRTA.MATS.,87,2008,25.1,17.91,7.86,3.95,1.92,0.317598,1.24
MARTIN MRTA.MATS.,87,2009,28.7,7.07,4.21,1.91,2.32,0.188722,1.92
MARTIN MRTA.MATS.,87,2010,34.54,6.88,4.45,2.1,2.36,0.196152,1.81
MARTIN MRTA.MATS.,87,2011,31.02,5.77,3.85,1.78,2.01,0.159188,1.91
MARTIN MRTA.MATS.,87,2012,31.21,5.96,3.76,1.83,2.13,0.156252,2.03
MARTIN MRTA.MATS.,87,2013,28.67,8.2,4.85,2.61,2.15,0.2177,1.63
MARTIN MRTA.MATS.,87,2014,26.74,5.26,3.69,2.714,2.13,0.315235,1.5
MARTIN MRTA.MATS.,87,2015,32.89,6.84,4.75,4.29,2.59,0.4901,1.5
MARTIN MRTA.MATS.,87,2016,37.81,10.34,6.69,6.633,3.7,0.6887,1.29
MARTIN MRTA.MATS.,87,2017,37.1,16.13,9.46,7.169,3.52,0.7104,0.76
MARTIN MRTA.MATS.,87,2018,40.6,9.75,6.23,7.43,2.56,0.71315,0.76
MARTIN MRTA.MATS.,87,2019,41.58,11.87,7.25,9.744,3.7,0.8776,1.07
MARTIN MRTA.MATS.,87,2020,40.6,12.82,7.86,11.545,3.75,1.0074,0.84
PPL,88,2008,60.11,17.49,6.02,2.47,1.44,1.841,2.26
PPL,88,2009,65.87,7.7,3.05,1.08,1.61,0.992,4.29
PPL,88,2010,42.28,13.69,4.77,2.17,1.28,1.813,4.28
PPL,88,2011,58.23,15.71,5.49,2.71,1.43,3.09,5.46
PPL,88,2012,30.29,14.19,4.95,2.6,1.32,3.051,4.98
PPL,88,2013,47.89,9.8,3.96,1.761,1.67,2.315,4.97
PPL,88,2014,45.51,13.24,5.03,2.608,1.89,3.388,4.89
PPL,88,2015,54.53,5.79,2.84,1.014,2.99,2.939,4.23
PPL,88,2016,50.56,19.13,6.37,2.786,3.08,3.438,4.42
PPL,88,2017,44.7,10.9,4.28,2.105,2.86,2.807,4.42
PPL,88,2018,55.33,16.28,6.08,2.575,2.58,3.243,5.08
PPL,88,2019,60.44,14.16,5.67,2.368,3.4,3.144,5.66
PPL,88,2020,55.18,11.14,4.82,1.908,2.85,2.972,4.64
TYSON FOODS 'A',89,2008,51.47,1.77,2.14,-0.17,0.12,0.369,1.14
TYSON FOODS 'A',89,2009,39.85,-11.47,-3.1,-0.71,0.17,-0.212,1.9
TYSON FOODS 'A',89,2010,32.18,16.31,9.43,2.42,0.23,1.551,1.14
TYSON FOODS 'A',89,2011,28.95,13.86,8.32,1.61,0.24,1.316,0.94
TYSON FOODS 'A',89,2012,31.44,9.99,6.15,1.646,0.22,1.1,0.8
TYSON FOODS 'A',89,2013,32.27,12.74,7.25,2.332,0.36,1.402,0.98
TYSON FOODS 'A',89,2014,48.61,11.45,5.26,2.425,0.39,1.384,0.87
TYSON FOODS 'A',89,2015,40.16,13.13,6.01,3.357,0.53,2.214,1
TYSON FOODS 'A',89,2016,47.14,18.32,8.51,4.975,0.65,2.847,1.13
TYSON FOODS 'A',89,2017,49.61,17.61,7.75,4.652,0.78,2.907,1.45
TYSON FOODS 'A',89,2018,54.28,25.91,11.5,4.904,0.49,3.074,1.5
TYSON FOODS 'A',89,2019,68.24,15.04,7.67,5.579,0.78,2.873,2.6
TYSON FOODS 'A',89,2020,37.11,14.55,7.46,5.628,0.54,3.255,1.83
VULCAN MATERIALS,90,2008,20.6,-0.11,1.21,-0.04,2.09,0.247871,2.58
VULCAN MATERIALS,90,2009,30.66,0.8,1.53,0.25,2.34,0.139265,3.51
VULCAN MATERIALS,90,2010,38.35,-2.41,0.1,-0.75,2.22,-0.030222,1.9
VULCAN MATERIALS,90,2011,41.98,-1.83,0.79,-0.55,1.99,0.055233,2.44
VULCAN MATERIALS,90,2012,52.93,-1.39,1.05,-0.405,2.63,0.092649,0.1
VULCAN MATERIALS,90,2013,52.74,0.63,1.87,0.185,2.82,0.194551,0.07
VULCAN MATERIALS,90,2014,38.5,5.05,4.36,1.541,2.92,0.531531,0.07
VULCAN MATERIALS,90,2015,39.39,5.13,4.44,1.637,3.75,0.545409,0.35
VULCAN MATERIALS,90,2016,41.26,9.29,6.04,3.089,4.73,0.681333,0.47
VULCAN MATERIALS,90,2017,50.25,12.6,8.83,2.313,4.45,0.656838,0.64
VULCAN MATERIALS,90,2018,46.13,10.14,6.46,3.856,3.02,0.761267,0.75
VULCAN MATERIALS,90,2019,49.33,11.41,7.04,4.631,3.9,0.887856,1.1
VULCAN MATERIALS,90,2020,41.32,10.03,6.2,4.387,4.07,0.879758,0.89
AMEREN,91,2008,47.53,8.85,4.08,2.88,0.89,1.383,4.92
AMEREN,91,2009,40.76,8.26,3.96,2.78,0.87,1.428,8.04
AMEREN,91,2010,44.86,7.73,1.81,0.58,0.88,0.921,5.6
AMEREN,91,2011,41.04,6.63,3.35,2.15,1.06,1.253,5.46
AMEREN,91,2012,43.49,-13.4,-3.11,-4.01,1.09,-1.242,4.95
AMEREN,91,2013,47.37,4.39,2.53,1.182,1.51,1.227,5.08
AMEREN,91,2014,41.33,8.84,3.69,2.398,1.86,1.311,4.41
AMEREN,91,2015,46.87,9.22,3.75,2.586,1.73,1.303,3.59
AMEREN,91,2016,45.32,9.3,3.73,2.683,2.1,1.423,3.89
AMEREN,91,2017,46.74,7.32,3.07,2.772,2.33,1.496,3.39
AMEREN,91,2018,44.54,11,4.26,3.316,2.55,1.459,3.3
AMEREN,91,2019,45.05,10.55,4.02,3.351,3.21,1.397,2.92
AMEREN,91,2020,41.97,10.25,3.94,3.502,3.35,1.451,2.55
BROWN-FORMAN 'B',92,2008,41.19,26.68,13.57,0.781,3.08,0.693,1.91
BROWN-FORMAN 'B',92,2009,41.24,24.57,13.34,0.837,3.27,0.667,2.46
BROWN-FORMAN 'B',92,2010,49.88,24.2,13.7,0.808,4.15,0.713,2.19
BROWN-FORMAN 'B',92,2011,42.61,28.87,16.74,1.064,4.56,0.861,1.89
BROWN-FORMAN 'B',92,2012,65.4,24.85,14.92,1.039,5.02,0.794,1.78
BROWN-FORMAN 'B',92,2013,61.13,31.97,17.35,1.152,5.7,0.901,1.6
BROWN-FORMAN 'B',92,2014,63.36,36.01,17.53,1.244,6.32,0.973,1.48
BROWN-FORMAN 'B',92,2015,60.68,34.75,16.99,1.289,6.9,1.029,1.41
BROWN-FORMAN 'B',92,2016,54.56,61.55,26.32,2.112,6.06,1.535,1.47
BROWN-FORMAN 'B',92,2017,58.67,45.63,16.12,1.538,9.08,0.992,1.66
BROWN-FORMAN 'B',92,2018,58.56,53.39,15.98,1.464,7.06,1.045,1.2
BROWN-FORMAN 'B',92,2019,53.66,56.36,17.94,1.664,9.84,1.13,1.46
BROWN-FORMAN 'B',92,2020,58.37,45.67,16.4,1.92,11.44,1.091,1.01
DTE ENERGY ,93,2008,57.96,9.22,3.61,3.36,0.62,1.322,4.69
DTE ENERGY ,93,2009,64.38,8.67,3.63,3.24,0.91,1.327,6.21
DTE ENERGY ,93,2010,39.1,9.69,4.02,3.74,0.91,1.499,4.79
DTE ENERGY ,93,2011,46.32,10.36,4.05,4.18,1.06,1.481,4.78
DTE ENERGY ,93,2012,56.19,8.48,3.42,3.55,1.18,1.4,4.39
DTE ENERGY ,93,2013,61.83,8.64,3.61,3.777,1.21,1.358,4.05
DTE ENERGY ,93,2014,60.24,11.14,4.39,5.113,1.25,1.704,3.96
DTE ENERGY ,93,2015,65.91,8.5,3.6,4.061,1.39,1.4,3.13
DTE ENERGY ,93,2016,62.47,9.76,3.87,4.849,1.64,1.577,3.59
DTE ENERGY ,93,2017,64.39,12.22,4.5,5.737,1.56,1.823,3.36
DTE ENERGY ,93,2018,79.99,11.32,4.45,6.293,1.41,1.643,3.4
DTE ENERGY ,93,2019,75.24,10.65,4.28,6.308,1.89,1.854,3.44
DTE ENERGY ,93,2020,80.66,11.34,4.41,7.078,1.92,2.126,3.11
ENTERGY,94,2008,43.72,15.17,4.56,6.2,1.28,2.419615,2.44
ENTERGY,94,2009,56.67,14.85,4.28,6.3,1.54,2.402482,3.94
ENTERGY,94,2010,54.83,14.61,4.23,6.66,1.18,2.40333,3.62
ENTERGY,94,2011,77.93,15.43,4.15,7.55,1.18,2.082957,4.54
ENTERGY,94,2012,66.52,9.33,2.95,4.76,1.1,1.468502,4.67
ENTERGY,94,2013,51.2,7.56,2.6,3.987,0.99,1.56059,5.25
ENTERGY,94,2014,65.33,9.58,3.05,5.218,1.26,2.177361,5.43
ENTERGY,94,2015,70.05,-1.83,0.58,-0.985,1.06,-0.156192,3.81
ENTERGY,94,2016,69.41,-6.73,-0.29,-3.263,1.21,-0.715392,4.92
ENTERGY,94,2017,62.3,5.12,1.85,5.384,1.33,1.630266,4.86
ENTERGY,94,2018,58.78,10.08,3,4.628,1.43,0.533077,4.55
ENTERGY,94,2019,55.64,13.02,3.69,6.292,2.17,1.830844,4.3
ENTERGY,94,2020,56.65,13.13,3.69,6.903,1.99,2.07081,3.06
FIRSTENERGY,95,2008,53.65,15.55,5.48,4.38,1.09,2.821,2.86
FIRSTENERGY,95,2009,53.87,11.95,4.59,3.29,1.1,2.083,4.58
FIRSTENERGY,95,2010,43.18,9.17,3.53,2.57,0.82,1.911,4.69
FIRSTENERGY,95,2011,55.63,7.95,3.61,2.21,1.09,2.381,5.7
FIRSTENERGY,95,2012,52.16,5.84,2.81,1.84,1.14,2.253,5.22
FIRSTENERGY,95,2013,30.9,3.04,1.99,0.936,0.93,1.511,5.57
FIRSTENERGY,95,2014,42.1,2.38,1.79,0.71,1.09,1.126,6.91
FIRSTENERGY,95,2015,41.41,4.65,2.38,1.363,0.9,1.908,3.64
FIRSTENERGY,95,2016,42.48,-66.2,-11.53,-14.5,0.91,-8.178,4.42
FIRSTENERGY,95,2017,55.73,-33.92,-2.36,-1.196,0.97,0.27,4.7
FIRSTENERGY,95,2018,60.6,18.39,4.57,1.154,1.65,2.563,4.79
FIRSTENERGY,95,2019,47.1,13.24,4.06,1.566,2.39,2.079,4
FIRSTENERGY,95,2020,45.21,15.18,4.29,1.847,1.54,2.117,3.25
HALLIBURTON,96,2008,38.91,21.08,12.16,1.7,0.9,3.323,0.99
HALLIBURTON,96,2009,35.13,13.92,8.65,1.27,1.85,1.979,2.09
HALLIBURTON,96,2010,50.15,19.21,11.68,2.01,2.07,2.963,1.05
HALLIBURTON,96,2011,74.43,24.09,14.36,3.08,1.28,4.717,0.9
HALLIBURTON,96,2012,75.31,18.2,11.09,2.84,1.13,4.127,1.06
HALLIBURTON,96,2013,37.5,14.48,8.28,2.356,1.56,3.103,1
HALLIBURTON,96,2014,47.6,23.45,12.23,4.108,1.02,5.108,1.19
HALLIBURTON,96,2015,52.94,-4.23,-1.07,-0.787,1.23,-0.473,1.88
HALLIBURTON,96,2016,48.01,-46.34,-17.29,-6.693,2.93,-6.927,2.26
HALLIBURTON,96,2017,77.69,-5.22,-0.02,0.353,2.06,1.387,1.32
HALLIBURTON,96,2018,83.58,18.56,8.79,1.835,0.97,2.412,1.35
HALLIBURTON,96,2019,87.37,-12.9,-2.75,-1.293,0.96,-0.53,2.37
HALLIBURTON,96,2020,58.48,-45.36,-11.92,-3.343,1.15,-2.677,3.01
INTERNATIONAL PAPER,97,2008,44.58,-19.97,-3.56,-3.05,0.2,-0.581,3.16
INTERNATIONAL PAPER,97,2009,47.45,13.01,4.15,1.55,0.49,1.853,9.36
INTERNATIONAL PAPER,97,2010,48.6,10.02,4.17,1.48,0.47,1.465,0.38
INTERNATIONAL PAPER,97,2011,62.32,19.93,6.6,3.07,0.5,2.054,1.74
INTERNATIONAL PAPER,97,2012,71.13,12.26,4.36,1.82,0.63,1.785,3.33
INTERNATIONAL PAPER,97,2013,64.98,19.36,5.75,3.113,0.76,1.518,2.94
INTERNATIONAL PAPER,97,2014,62.22,8.4,3.31,1.29,0.98,1.549,2.87
INTERNATIONAL PAPER,97,2015,63.47,20.85,4.58,2.23,0.71,1.91,2.81
INTERNATIONAL PAPER,97,2016,67.28,21.98,4.24,2.175,1.05,1.651,4.82
INTERNATIONAL PAPER,97,2017,69.44,39.47,7.87,2.205,1.11,1.606,3.45
INTERNATIONAL PAPER,97,2018,68.8,28.98,7.68,4.766,0.72,2.515,3.05
INTERNATIONAL PAPER,97,2019,66.16,16.25,5.32,3.074,0.82,2.31,4.52
INTERNATIONAL PAPER,97,2020,61.17,6.19,3.32,1.218,0.96,1.215,4.62
MCCORMICK & COMPANY NV.,98,2008,38.19,23.9,9.74,0.97,1.32,0.3945,2.38
MCCORMICK & COMPANY NV.,98,2009,46.85,25.09,10.17,1.135,1.5,0.472,3.17
MCCORMICK & COMPANY NV.,98,2010,45.28,26.55,11.88,1.375,1.88,0.5155,2.76
MCCORMICK & COMPANY NV.,98,2011,48.91,24.49,10.92,1.395,1.83,0.5461,2.44
MCCORMICK & COMPANY NV.,98,2012,53.04,24.83,10.82,1.52,2.13,0.5854,2.42
MCCORMICK & COMPANY NV.,98,2013,57.34,21.52,9.83,1.455,2.23,0.5527,2.08
MCCORMICK & COMPANY NV.,98,2014,56.71,23.51,10.68,1.671,2.29,0.6091,2.12
MCCORMICK & COMPANY NV.,98,2015,53.23,23.2,9.85,1.555,2.57,0.5546,2.17
MCCORMICK & COMPANY NV.,98,2016,65.01,28.65,11.19,1.845,2.71,0.6468,2.02
MCCORMICK & COMPANY NV.,98,2017,63.65,22.81,7.19,1.859,2.71,0.6914,2.06
MCCORMICK & COMPANY NV.,98,2018,69.49,32.57,10.36,2.372,3.43,0.9158,2.06
MCCORMICK & COMPANY NV.,98,2019,70.88,21.25,8.08,2.614,4.26,0.9844,1.64
MCCORMICK & COMPANY NV.,98,2020,67.7,20.28,7.61,2.777,4.59,1.0171,1.49
OMNICOM GROUP,99,2008,47.56,26.27,5.92,3.17,0.64,1.7397,1.34
OMNICOM GROUP,99,2009,47.24,20.31,4.91,2.53,1.04,1.3964,2.32
OMNICOM GROUP,99,2010,43.04,21.08,4.85,2.7,1.11,1.4851,1.57
OMNICOM GROUP,99,2011,42.7,26.59,5.22,3.33,0.91,1.7071,1.78
OMNICOM GROUP,99,2012,39.39,28.02,5.12,3.61,0.95,1.8393,2.15
OMNICOM GROUP,99,2013,43.96,27.43,4.95,3.71,1.33,1.8581,2.28
OMNICOM GROUP,99,2014,39.27,34.33,5.59,4.24,1.29,1.9872,2.16
OMNICOM GROUP,99,2015,55.32,41.26,5.57,4.461,1.23,1.9597,2.68
OMNICOM GROUP,99,2016,46.72,49.5,5.65,4.775,1.32,2.0515,2.83
OMNICOM GROUP,99,2017,54.3,45.5,5.1,5.103,1.12,2.099,2.58
OMNICOM GROUP,99,2018,58.96,51.39,6.03,5.954,1.09,2.1355,3.16
OMNICOM GROUP,99,2019,66.87,49.59,5.83,6.066,1.2,2.1394,3.17
OMNICOM GROUP,99,2020,67.53,31.84,4,4.373,1.02,1.5889,3.27
PERKINELMER,100,2008,33.34,8.04,4.87,1.08,0.85,0.172583,1.09
PERKINELMER,100,2009,47.66,5.36,3.23,0.75,1.32,0.147833,2.05
PERKINELMER,100,2010,48.98,21.6,12.58,3.25,1.79,0.177875,1.29
PERKINELMER,100,2011,58.04,0.41,0.67,0.01,1.19,0.089137,1.1
PERKINELMER,100,2012,50.74,3.7,2.57,0.6,1.72,0.096374,1.25
PERKINELMER,100,2013,48.8,8.5,5.09,1.473,2.16,0.201446,0.82
PERKINELMER,100,2014,45.47,7.82,4.49,1.387,2.22,0.205873,0.65
PERKINELMER,100,2015,57.45,10.23,5.72,1.875,2.68,0.282012,0.65
PERKINELMER,100,2016,64.15,10.99,6.19,2.124,2.72,0.285596,0.58
PERKINELMER,100,2017,64.68,12.57,6.2,3.601,3.59,0.340658,0.52
PERKINELMER,100,2018,57.73,9.35,4.82,2.115,3.15,0.324659,0.35
PERKINELMER,100,2019,57.74,8.43,4.44,2.08,3.73,0.300769,0.34
PERKINELMER,100,2020,75.67,22.23,10.58,6.494,4.25,0.956076,0.28
